取得日,コード,銘柄名,市場,現在値,前日比(%),PBR(株価純資産倍率)(倍),PER(株価収益率)(倍),ROE(自己資本利益率)(%),海外売上高比率(%),経常利益変化率(%) - 前年度比,自己資本比率(%),財務,配当利回り(%),EPS(予)(一株あたり当期利益)(円),PEG(予)(倍),業績予想修正率(予)(%),経常利益変化率(予)(%) - 1年前,過去3年平均売上高成長率(予)(%)
2026-08-21,7181,かんぽ生命保険,東P,"1,651.5",+16.0 (+0.98%) ,,,,,,,,,150.38,-7.64,5.56,6.54,-7.82
2026-08-21,7182,ゆうちょ銀行,東P,"3,151",+31.0 (+0.99%) ,,,,,,,,,187.90,0.60,0.46,22.38,-16.05
2026-08-21,7183,あんしん保証,東S,254,0.0 (0.00%) ,1.7,15.11,11.8,4.19,0.00,139.88,(単),0.00,,,,,
2026-08-21,7184,富山第一銀行,東P,"3,175",+50.0 (+1.60%) ,,,,,,,,,,,,,
2026-08-21,7185,ヒロセ通商,東S,"3,910",+10.0 (+0.26%) ,1.11,11.64,9.9,28.97,0.00,0.10,(連),1.00,,,,,
2026-08-21,7186,横浜ＦＧ,東P,"1,882.5",+29.5 (+1.59%) ,,,,,,,,,125.62,0.44,0.96,24.67,-4.70
2026-08-21,7187,ジェイリース,東P,"1,398",+13.0 (+0.94%) ,,,,,,,,,151.40,0.94,2.50,2.50,20.80
2026-08-21,7189,西日本フィナンシャルＨＬＤＧ,東P,"4,663",+48.0 (+1.04%) ,,,,,,,,,361.75,0.50,0.00,14.20,17.59
2026-08-21,7191,イントラスト,東S,"1,179",+14.0 (+1.20%) ,,,,,,,,,87.20,1.13,6.67,10.34,16.70
2026-08-21,7192,日本モーゲージサービス,東S,630,+1.0 (+0.16%) ,0.96,7.97,12.6,21.19,0.00,21.11,(連),4.76,,,,,
2026-08-21,7196,Ｃａｓａ,東S,748,+6.0 (+0.81%) ,1.03,59.46,1.7,-0.49,0.00,-97.12,(連),2.01,,,,,
2026-08-21,7198,ＳＢＩアルヒ,東P,845,+13.0 (+1.56%) ,,,,,,,,,44.78,1.80,0.00,0.07,8.20
2026-08-21,7199,プレミアグループ,東P,"2,123",-21.0 (-0.98%) ,3.27,13.50,27.5,19.07,0.00,25.81,(連),2.54,178.70,0.88,2.88,-6.14,18.53
2026-08-21,7201,日産自動車,東P,336,-1.4 (-0.41%) ,,,,,,,,,1.34,-2.49,4.61,-35.63,-0.48
2026-08-21,7202,いすゞ自動車,東P,"2,228.5",-1.5 (-0.07%) ,1.04,11.54,9.5,5.86,60.18,-5.87,(連),4.13,247.21,0.32,-0.03,-3.35,7.50
2026-08-21,7203,トヨタ自動車,東P,"3,132",+66.0 (+2.15%) ,1.02,10.61,10.1,7.43,56.45,-19.67,(連),3.03,296.78,19.90,1.14,12.59,4.61
2026-08-21,7208,カネミツ,東S,"1,280",-9.0 (-0.70%) ,0.52,8.81,6.2,7.96,26.35,15.60,(連),2.85,,,,,
2026-08-21,7211,三菱自動車工業,東P,362.4,+8.6 (+2.43%) ,0.53,48.45,1.1,2.61,16.26,-19.97,(連),2.76,20.38,0.10,-0.76,-11.21,5.10
2026-08-21,7212,エフテック,東S,727,+1.0 (+0.14%) ,0.23,2.86,8.6,2.88,90.11,145.98,(連),3.30,,,,,
2026-08-21,7213,レシップＨＬＤＧ,東S,664,-1.0 (-0.15%) ,0.94,8.70,11.2,5.31,14.76,-56.70,(連),3.61,,,,,
2026-08-21,7214,ＧＭＢ,東S,"1,110",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7215,ファルテック,東S,452,+14.0 (+3.20%) ,,,,,,,,,,,,,
2026-08-21,7217,テイン,東S,460,+2.0 (+0.44%) ,0.67,13.54,5.2,5.97,63.95,16.62,(連),3.48,,,,,
2026-08-21,7218,田中精密工業,東S,"1,096",+16.0 (+1.48%) ,0.41,8.91,4.8,5.42,44.99,-18.53,(連),2.92,,,,,
2026-08-21,7219,エッチ・ケー・エス,東S,"2,667",0.0 (0.00%) ,0.35,10.44,3.4,4.39,32.42,-3.99,(連),2.44,,,,,
2026-08-21,7220,武蔵精密工業,東P,"3,300",-115.0 (-3.37%) ,1.77,171.07,1.1,5.92,86.11,12.51,(連),1.21,131.12,0.04,4.33,-37.56,0.56
2026-08-21,7222,日産車体,東S,977,+7.0 (+0.72%) ,0.72,19.19,3.8,3.51,0.00,157.91,(連),1.59,,,,,
2026-08-21,7224,新明和工業,東P,"1,969",-6.0 (-0.30%) ,1.04,11.31,9.7,5.73,9.70,20.60,(連),2.84,,,,,
2026-08-21,7226,極東開発工業,東P,"2,346",+4.0 (+0.17%) ,0.8,24.43,3.2,5.5,0.00,37.56,(連),5.97,,,,,
2026-08-21,7227,アスカ,名M,"1,807",-43.0 (-2.32%) ,0.71,6.78,11.1,4.59,19.92,13.16,(連),2.99,,,,,
2026-08-21,7228,デイトナ,東S,"4,000",+35.0 (+0.88%) ,1.01,8.28,12.9,11.2,20.08,-4.88,(連),3.38,,,,,
2026-08-21,7231,トピー工業,東P,"3,095",+30.0 (+0.98%) ,0.46,6.65,7.3,2.61,26.43,37.98,(連),4.20,348.00,-0.35,8.84,15.56,4.06
2026-08-21,7235,東京ラヂエーター製造,東S,"1,581",+1.0 (+0.06%) ,0.63,7.36,8.9,6.66,18.88,32.34,(連),4.11,,,,,
2026-08-21,7236,ティラド,東P,"1,560",+31.0 (+2.03%) ,1.67,10.56,17.2,6.93,54.32,52.80,(連),3.59,,,,,
2026-08-21,7238,曙ブレーキ工業,東P,107,-2.0 (-1.83%) ,0.79,15.76,3.7,3.48,65.85,310.92,(連),0.00,,,,,
2026-08-21,7239,タチエス,東P,"2,338",+12.0 (+0.52%) ,0.77,8.63,9.2,4.31,60.15,28.25,(連),4.49,262.80,-2.91,12.77,12.77,-1.75
2026-08-21,7240,ＮＯＫ,東P,"3,011",+3.0 (+0.10%) ,0.77,10.57,7.7,4.47,66.78,3.70,(連),4.32,305.95,1.33,-1.16,-8.35,-0.35
2026-08-21,7241,フタバ産業,東P,"1,116",+9.0 (+0.81%) ,,,,,,,,,158.45,-0.60,1.71,-0.48,-0.88
2026-08-21,7242,カヤバ,東P,"4,695",+30.0 (+0.64%) ,0.85,7.43,12.2,7.25,61.77,58.84,(連),3.32,595.30,-1.35,-13.43,5.45,6.80
2026-08-21,7244,市光工業,東P,579,+7.0 (+1.22%) ,0.7,8.98,8.3,4.97,32.39,16.10,(連),2.42,57.30,-0.90,-0.62,-6.10,-1.35
2026-08-21,7245,大同メタル工業,東P,"1,283",-7.0 (-0.54%) ,0.73,13.69,5.7,5.89,60.66,8.53,(連),2.42,112.70,0.57,20.49,19.87,5.88
2026-08-21,7246,プレス工業,東P,984,+6.0 (+0.61%) ,0.8,11.46,7.2,6.68,51.10,36.45,(連),3.76,82.90,-3.43,-2.55,25.94,2.29
2026-08-21,7247,ミクニ,東S,371,+4.0 (+1.09%) ,0.31,10.42,3.1,4.04,61.20,17.40,(連),3.77,,,,,
2026-08-21,7254,ユニバンス,東S,804,+9.0 (+1.13%) ,0.57,18.17,3.3,8.87,68.81,19.86,(連),2.24,,,,,
2026-08-21,7255,桜井製作所,東S,516,+3.0 (+0.58%) ,0.34,7.35,4.7,2.86,31.08,19.11,(連),2.91,,,,,
2026-08-21,7256,河西工業,東S,432,-8.0 (-1.82%) ,1.56,4.60,27.8,3.35,86.82,542.70,(連),0.00,,,,,
2026-08-21,7259,アイシン,東P,"2,269",+2.0 (+0.09%) ,0.75,9.75,8.2,4.47,54.73,42.95,(連),3.09,229.52,-7.37,-0.17,5.86,3.86
2026-08-21,7261,マツダ,東P,"1,207.5",+6.0 (+0.50%) ,0.4,21.70,1.9,1.05,87.47,-30.24,(連),4.55,149.99,0.05,2.53,12.08,2.84
2026-08-21,7264,ムロコーポレーション,東S,"1,321",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7265,エイケン工業,東S,"3,885",+25.0 (+0.65%) ,0.66,12.17,5.5,5.07,51.98,49.50,(単),2.83,,,,,
2026-08-21,7266,今仙電機製作所,東S,987,+1.0 (+0.10%) ,0.38,8.54,4.4,2.34,56.35,315.26,(連),2.74,,,,,
2026-08-21,7267,本田技研工業,東P,"1,753",+11.5 (+0.66%) ,,,,,,,,,102.31,-0.09,3.79,-34.47,3.55
2026-08-21,7269,スズキ,東P,"2,103.5",+16.5 (+0.79%) ,1.2,9.24,13.8,9.9,74.61,0.07,(連),2.19,215.54,-1.81,0.96,6.52,8.08
2026-08-21,7270,ＳＵＢＡＲＵ,東P,"2,655.5",+22.0 (+0.84%) ,0.68,21.16,3.3,0.84,85.37,-76.04,(連),4.35,0.71,-37.30,1.04,-21.17,4.31
2026-08-21,7271,安永,東S,821,+11.0 (+1.36%) ,0.58,4.52,14.4,6.52,40.18,130.99,(連),2.80,,,,,
2026-08-21,7272,ヤマハ発動機,東P,"1,940",+7.5 (+0.39%) ,1.66,116.94,1.4,4.99,93.87,-27.28,(連),1.80,137.29,0.02,3.63,20.93,3.86
2026-08-21,7273,イクヨ,東S,583,-3.0 (-0.51%) ,1.28,5.40,27.3,1.79,43.90,406.06,(連),5.66,,,,,
2026-08-21,7276,小糸製作所,東P,"2,691.5",+20.0 (+0.75%) ,1.15,44.69,2.7,5.43,61.87,19.62,(連),2.08,173.20,0.08,-0.24,36.17,2.43
2026-08-21,7277,ＴＢＫ,東S,357,+2.0 (+0.56%) ,0.36,75.80,0.5,2.73,45.34,470.23,(連),2.24,,,,,
2026-08-21,7278,エクセディ,東P,"6,170",+70.0 (+1.15%) ,1.17,16.48,7.3,7.31,61.98,15.90,(連),4.86,,,,,
2026-08-21,7279,ハイレックスコーポレーション,東S,"2,538",+3.0 (+0.12%) ,0.54,11.29,4.9,1.12,82.98,166.67,(連),1.81,,,,,
2026-08-21,7280,ミツバ,東P,"1,346",+11.0 (+0.82%) ,0.56,5.60,11.0,6.86,82.89,21.01,(連),1.86,,,,,
2026-08-21,7282,豊田合成,東P,"5,337",-2.0 (-0.04%) ,1.1,10.80,11.2,6.94,61.28,52.48,(連),2.59,506.40,4.24,0.63,22.67,7.32
2026-08-21,7283,愛三工業,東P,"2,305",-3.0 (-0.13%) ,0.93,10.13,9.4,5.53,70.46,-0.33,(連),3.47,234.95,3.05,-0.95,-19.38,1.63
2026-08-21,7284,盟和産業,東S,"1,194",-5.0 (-0.42%) ,0.35,53.86,0.6,1.6,22.03,-43.91,(連),4.19,,,,,
2026-08-21,7287,日本精機,東S,"2,599",+41.0 (+1.60%) ,0.65,18.15,3.7,3.55,35.95,48.49,(連),3.08,175.50,0.65,-1.85,-1.85,2.25
2026-08-21,7291,日本プラスト,東S,453,-4.0 (-0.88%) ,0.23,4.26,5.6,2.3,56.97,24.58,(連),6.62,,,,,
2026-08-21,7292,村上開明堂,東S,"6,670",-30.0 (-0.45%) ,0.81,12.71,6.6,7.92,56.39,5.07,(連),3.60,,,,,
2026-08-21,7294,ヨロズ,東P,938,+7.0 (+0.75%) ,0.35,10.33,3.9,2.26,69.14,281.80,(連),3.52,,,,,
2026-08-21,7296,エフ・シー・シー,東P,"4,170",0.0 (0.00%) ,0.99,10.77,9.6,7.26,92.89,7.56,(連),4.65,365.50,-2.02,-1.09,12.65,1.69
2026-08-21,7297,カーメイト,東S,863,+9.0 (+1.05%) ,0.4,21.65,1.9,4.15,13.21,73.21,(連),3.48,,,,,
2026-08-21,7299,フジオーゼックス,東S,"1,854",-2.0 (-0.11%) ,0.57,8.71,6.9,8.61,33.96,17.22,(連),2.91,,,,,
2026-08-21,7305,新家工業,東S,"2,697",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7309,シマノ,東P,"20,360",-125.0 (-0.61%) ,2.03,52.45,3.9,11.08,90.92,-52.34,(連),1.67,547.75,0.91,-0.15,-30.84,4.11
2026-08-21,7313,テイ・エス　テック,東P,"1,854",+10.5 (+0.57%) ,0.7,30.71,2.3,2.33,80.05,-22.92,(連),4.85,76.30,0.92,-6.87,-27.68,-1.71
2026-08-21,7314,小田原機器,東S,"1,302",+1.0 (+0.08%) ,1.0,42.96,2.3,2.02,0.00,-47.64,(連),3.07,,,,,
2026-08-21,7318,セレンディップＨＬＤＧ,東G,"1,479",+9.0 (+0.61%) ,1.99,6.51,38.6,4.28,0.00,228.98,(連),0.00,,,,,
2026-08-21,7320,Ｓｏｌｖｖｙ,東G,"1,455",+23.0 (+1.61%) ,,,,,,,,,184.60,0.39,0.00,18.52,15.85
2026-08-21,7322,三十三ＦＧ,東P,"2,012",-13.0 (-0.64%) ,,,,,,,,,,,,,
2026-08-21,7325,アイリックコーポレーション,東G,697,-1.0 (-0.14%) ,1.47,13.12,11.6,7.86,0.00,39.78,(連),4.30,,,,,
2026-08-21,7326,ＳＢＩインシュアランスグループ,東G,"2,098",+3.0 (+0.14%) ,,,,,,,,,,,,,
2026-08-21,7327,第四北越ＦＧ,東P,"2,465",+38.0 (+1.57%) ,,,,,,,,,,,,,
2026-08-21,7337,ひろぎんＨＬＤＧ,東P,"2,300.5",+31.0 (+1.37%) ,,,,,,,,,168.23,0.88,-0.07,-2.87,5.88
2026-08-21,7343,ブロードマインド,東G,"1,250",-3.0 (-0.24%) ,1.77,18.10,9.9,11.78,0.00,14.95,(連),5.52,,,,,
2026-08-21,7345,アイ・パートナーズフィナンシャ,東G,948,+8.0 (+0.85%) ,,,,,,,,,,,,,
2026-08-21,7347,マーキュリアＨＬＤＧ,東P,770,-3.0 (-0.39%) ,0.83,8.84,9.5,34.85,36.09,120.74,(連),2.86,,,,,
2026-08-21,7350,おきなわＦＧ,東P,"7,650",-40.0 (-0.52%) ,,,,,,,,,585.60,1.23,2.86,11.11,12.23
2026-08-21,7351,グッドパッチ,東G,475,+4.0 (+0.85%) ,1.0,10.25,10.2,10.95,0.00,"1,232.61",(連),2.11,,,,,
2026-08-21,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,東G,356,-9.0 (-2.47%) ,4.61,31.28,15.9,4.53,0.00,81.35,(連),0.14,12.10,4.77,-23.08,-41.18,22.66
2026-08-21,7353,ＫＩＹＯラーニング,東G,540,+2.0 (+0.37%) ,2.32,12.57,20.3,6.04,0.00,40.28,(単),0.00,,,,,
2026-08-21,7354,ＤｍＭＩＸ,東S,379,-4.0 (-1.04%) ,1.18,13.08,9.4,9.4,0.00,49.02,(連),1.85,,,,,
2026-08-21,7355,一寸房,東PRO,--,-- (--%) ,1.49,8.67,18.8,2.45,0.00,900.00,(単),0.00,,,,,
2026-08-21,7356,ＲＥＴＴＹ,東G,119,+1.0 (+0.85%) ,5.25,150.63,3.6,1.17,0.00,113.83,(単),0.00,,,,,
2026-08-21,7357,ジオコード,東S,"1,805",+35.0 (+1.98%) ,,,,,,,,,,,,,
2026-08-21,7358,ポピンズ,東S,"1,818",+61.0 (+3.47%) ,1.92,15.52,12.9,5.35,0.00,13.68,(連),2.48,,,,,
2026-08-21,7359,東京通信グループ,東G,257,-3.0 (-1.15%) ,3.27,11.24,35.5,3.14,46.62,415.17,(連),0.00,,,,,
2026-08-21,7360,オンデック,東G,649,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7361,ヒューマンクリエイションＨＬＤ,東G,"1,200",-9.0 (-0.74%) ,2.43,9.53,28.1,8.73,0.00,22.89,(連),2.25,,,,,
2026-08-21,7362,Ｔ．Ｓ．Ｉ,東G,860,+4.0 (+0.47%) ,0.92,15.93,6.0,0.82,0.00,-20.23,(連),0.00,,,,,
2026-08-21,7363,ベビーカレンダー,東G,"1,275",-24.0 (-1.85%) ,1.56,25.50,6.4,11.1,0.00,374.42,(単),0.00,,,,,
2026-08-21,7364,琉球アスティーダスポーツクラブ,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7366,ＬＩＴＡＬＩＣＯ,東P,"1,833",-36.0 (-1.93%) ,4.43,23.64,20.4,11.96,54.78,31.95,(連),0.60,97.13,0.76,0.99,6.39,15.17
2026-08-21,7367,セルム,東S,335,0.0 (0.00%) ,2.33,12.44,20.6,11.27,0.00,7.50,(連),4.48,,,,,
2026-08-21,7368,表示灯,東S,"1,710",+5.0 (+0.29%) ,,,,,,,,,,,,,
2026-08-21,7369,メイホーＨＬＤＧ,東G,347,-3.0 (-0.86%) ,,,,,,,,,,,,,
2026-08-21,7370,Ｅｎｊｉｎ,東G,716,+1.0 (+0.14%) ,,,,,,,,,,,,,
2026-08-21,7371,Ｚｅｎｋｅｎ,東G,751,+4.0 (+0.54%) ,,,,,,,,,,,,,
2026-08-21,7372,デコルテＨＬＤＧ,東G,390,-2.0 (-0.51%) ,0.4,13.72,3.0,4.86,0.00,60.38,(連),0.00,52.70,0.09,42.86,33.33,8.91
2026-08-21,7373,アイドマＨＬＤＧ,東G,956,0.0 (0.00%) ,1.98,7.41,28.1,23.38,0.00,29.38,(連),3.14,115.15,-0.77,-34.38,-40.00,20.82
2026-08-21,7374,コンフィデンス・インターワーク,東G,"1,526",+1.0 (+0.07%) ,1.51,11.87,13.3,12.88,0.00,-3.20,(連),4.91,162.70,0.35,-13.61,-99.91,17.58
2026-08-21,7375,リファインバースグループ,東G,"1,174",-11.0 (-0.93%) ,,,,,,,,,,,,,
2026-08-21,7376,ＢＣＣ,東G,850,-77.0 (-8.31%) ,,,,,,,,,,,,,
2026-08-21,7377,ＤＮ　ＨＬＤＧ,東S,"1,684",-4.0 (-0.24%) ,,,,,,,,,,,,,
2026-08-21,7378,アシロ,東G,"1,525",+9.0 (+0.59%) ,3.55,10.85,37.8,21.35,0.00,344.25,(連),2.77,,,,,
2026-08-21,7380,十六ＦＧ,東P,"2,512",+2.0 (+0.08%) ,,,,,,,,,,,,,
2026-08-21,7381,ＣＣＩグループ,東P,"1,227",+7.0 (+0.57%) ,,,,,,,,,,,,,
2026-08-21,7383,ネットプロテクションズＨＬＤＧ,東P,455,+17.0 (+3.88%) ,2.15,26.09,8.6,11.58,0.00,33.38,(連),0.00,22.25,0.71,-1.13,13.39,10.58
2026-08-21,7384,プロクレアＨＬＤＧ,東P,"4,480",+70.0 (+1.59%) ,,,,,,,,,,,,,
2026-08-21,7388,ＦＰパートナー,東P,"2,233",-12.0 (-0.53%) ,4.39,25.15,17.3,9.29,0.00,-42.60,(単),4.21,75.08,-1.94,-5.24,-37.46,-4.23
2026-08-21,7389,あいちＦＧ,東P,"1,803",-6.0 (-0.33%) ,,,,,,,,,,,,,
2026-08-21,7399,ナンシン,東S,599,+3.0 (+0.50%) ,,,,,,,,,,,,,
2026-08-21,7409,ＡｅｒｏＥｄｇｅ,東G,"1,366",-66.0 (-4.61%) ,,,,,,,,,68.20,0.22,-6.06,19.23,50.91
2026-08-21,7412,アトム,東S,370,+8.0 (+2.21%) ,,,,,,,,,,,,,
2026-08-21,7413,創健社,東S,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7414,小野建,東P,"1,456",+3.0 (+0.21%) ,,,,,,,,,,,,,
2026-08-21,7416,はるやまＨＬＤＧ,東S,681,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7417,南陽,東S,"1,915",+55.0 (+2.96%) ,0.85,10.08,8.9,7.63,0.00,-2.06,(連),3.55,,,,,
2026-08-21,7419,ノジマ,東P,"1,280",+2.0 (+0.16%) ,1.51,9.51,17.5,5.91,0.00,21.68,(連),1.38,,,,,
2026-08-21,7421,カッパ・クリエイト,東P,"1,609",+15.0 (+0.94%) ,,,,,,,,,,,,,
2026-08-21,7422,東邦レマック,東S,359,+1.0 (+0.28%) ,0.4,104.36,0.4,-2.64,0.00,-197.06,(単),3.18,,,,,
2026-08-21,7425,初穂商事,東S,"1,179",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7426,山大,東S,640,+15.0 (+2.40%) ,,,,,,,,,,,,,
2026-08-21,7427,エコートレーディング,東S,831,+1.0 (+0.12%) ,0.41,6.46,6.6,1.05,0.00,-19.14,(連),3.61,,,,,
2026-08-21,7433,伯東,東P,"5,220",+170.0 (+3.37%) ,1.44,19.61,7.5,3.36,38.52,-23.79,(連),3.83,,,,,
2026-08-21,7434,オータケ,東S,"1,823",+13.0 (+0.72%) ,0.46,8.42,5.6,2.96,0.00,8.50,(連),2.03,,,,,
2026-08-21,7435,ナ・デックス,東S,"1,350",-32.0 (-2.32%) ,0.53,16.64,3.4,3.04,32.00,42.06,(連),2.30,,,,,
2026-08-21,7438,コンドーテック,東P,"1,608",-4.0 (-0.25%) ,,,,,,,,,,,,,
2026-08-21,7442,中山福,東S,485,-7.0 (-1.42%) ,,,,,,,,,,,,,
2026-08-21,7443,横浜魚類,東S,664,-1.0 (-0.15%) ,1.54,22.38,7.1,1.01,0.00,30.39,(単),1.20,,,,,
2026-08-21,7444,ハリマ共和物産,東S,"1,982",0.0 (0.00%) ,0.41,7.05,5.9,2.83,0.00,8.04,(連),3.03,,,,,
2026-08-21,7446,東北化学薬品,東S,"4,485",+40.0 (+0.90%) ,0.51,9.42,5.6,1.5,0.00,46.19,(連),2.79,,,,,
2026-08-21,7447,ナガイレーベン,東P,"1,774",-17.0 (-0.95%) ,1.31,21.31,6.1,21.1,0.00,-9.03,(連),5.64,85.40,8.08,-7.50,-13.95,1.77
2026-08-21,7453,良品計画,東P,"4,237",-142.0 (-3.24%) ,6.77,44.17,16.3,9.41,40.08,29.63,(連),0.59,122.50,1.29,0.56,19.52,17.00
2026-08-21,7456,松田産業,東P,"6,800",+150.0 (+2.26%) ,1.48,10.50,15.4,3.26,10.09,74.14,(連),1.47,709.05,0.99,-35.93,9.49,16.84
2026-08-21,7458,第一興商,東P,"1,872.5",+2.5 (+0.13%) ,1.56,12.21,13.2,11.0,0.00,-0.71,(連),3.58,130.85,-0.97,1.56,-3.03,5.54
2026-08-21,7459,メディパルＨＬＤＧ,東P,"2,917.5",+31.0 (+1.07%) ,0.92,14.12,6.7,1.39,0.00,16.04,(連),2.26,208.97,12.44,-1.53,-0.37,3.44
2026-08-21,7460,ヤギ,東S,"1,668",-15.0 (-0.89%) ,,,,,,,,,,,,,
2026-08-21,7461,キムラ,東S,477,-4.0 (-0.83%) ,0.42,10.00,4.3,2.87,0.00,-45.60,(連),2.94,,,,,
2026-08-21,7462,ＣＡＰＩＴＡ,東S,387,+3.0 (+0.78%) ,1.71,21.07,8.1,-1.42,0.00,-171.01,(連),2.07,,,,,
2026-08-21,7463,アドヴァングループ,東S,950,+5.0 (+0.53%) ,0.53,4.04,14.1,13.1,0.00,38.41,(連),10.53,,,,,
2026-08-21,7464,セフテック,東S,"1,537",-22.0 (-1.41%) ,0.37,18.98,2.0,2.42,0.00,-26.26,(連),3.90,,,,,
2026-08-21,7466,ＳＰＫ,東P,"1,470",+20.0 (+1.38%) ,1.02,11.02,9.6,4.77,38.92,9.00,(連),2.48,,,,,
2026-08-21,7472,鳥羽洋行,東S,"3,875",-25.0 (-0.64%) ,0.7,13.75,5.2,5.14,11.24,-11.04,(連),3.87,,,,,
2026-08-21,7475,アルビス,東P,"2,551",+19.0 (+0.75%) ,0.65,16.17,4.1,2.13,0.00,-7.22,(連),2.74,,,,,
2026-08-21,7476,アズワン,東P,"2,421.5",+13.5 (+0.56%) ,2.42,18.87,13.3,11.6,0.00,9.58,(連),2.68,132.61,5.47,-0.54,-3.94,7.12
2026-08-21,7477,ムラキ,東S,"1,630",+30.0 (+1.88%) ,,,,,,,,,,,,,
2026-08-21,7480,スズデン,東S,"3,395",+200.0 (+6.26%) ,,,,,,,,,,,,,
2026-08-21,7481,尾家産業,東S,"2,614",+31.0 (+1.20%) ,1.28,7.73,17.9,2.95,0.00,7.23,(連),3.90,,,,,
2026-08-21,7482,シモジマ,東P,"1,498",+18.0 (+1.22%) ,,,,,,,,,,,,,
2026-08-21,7483,ドウシシャ,東P,"3,020",+15.0 (+0.50%) ,1.14,12.38,9.5,9.9,0.00,32.30,(連),3.64,,,,,
2026-08-21,7485,岡谷鋼機,名P,"5,080",-10.0 (-0.20%) ,0.39,6.41,6.9,3.5,28.74,8.50,(連),1.58,831.55,1.25,13.95,13.95,4.71
2026-08-21,7486,サンリン,東S,813,+7.0 (+0.87%) ,0.45,19.75,2.4,2.36,0.00,-16.90,(連),2.95,,,,,
2026-08-21,7487,小津産業,東S,"1,790",+2.0 (+0.11%) ,,,,,,,,,,,,,
2026-08-21,7488,ヤガミ,名M,"5,010",-90.0 (-1.76%) ,1.89,16.54,11.6,19.43,17.25,15.42,(連),6.05,,,,,
2026-08-21,7490,日新商事,東S,"2,189",+4.0 (+0.18%) ,0.56,3.99,14.8,-0.47,0.00,-42.99,(連),0.96,,,,,
2026-08-21,7494,コナカ,東S,242,0.0 (0.00%) ,0.49,17.01,2.9,-1.38,0.00,70.23,(連),4.13,,,,,
2026-08-21,7500,西川計測,東S,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7501,ティムコ,東S,"1,450",-20.0 (-1.36%) ,,,,,,,,,,,,,
2026-08-21,7502,プラザＨＬＤＧ,東S,"1,670",-11.0 (-0.65%) ,1.68,18.84,9.1,1.9,0.00,-16.24,(連),2.99,,,,,
2026-08-21,7504,高速,東P,"4,950",+25.0 (+0.51%) ,,,,,,,,,,,,,
2026-08-21,7505,扶桑電通,東S,"2,102",+21.0 (+1.01%) ,1.59,9.69,18.0,6.27,0.00,77.90,(単),4.14,,,,,
2026-08-21,7506,ハウス　オブ　ローゼ,東S,"1,380",+2.0 (+0.15%) ,,,,,,,,,,,,,
2026-08-21,7508,Ｇ―７ＨＬＤＧ,東P,"1,451",+5.0 (+0.35%) ,,,,,,,,,137.20,0.41,-6.52,-6.52,5.55
2026-08-21,7509,アイエーグループ,東S,--,-- (--%) ,,,,,,,,,,,,,
2026-08-21,7510,たけびし,東P,"2,725",-20.0 (-0.73%) ,0.99,14.76,7.0,3.72,20.97,18.40,(連),2.64,262.10,0.25,24.49,41.86,10.82
2026-08-21,7512,イオン北海道,東S,856,-1.0 (-0.12%) ,,,,,,,,,,,,,
2026-08-21,7513,コジマ,東P,"1,484",+14.0 (+0.95%) ,1.63,24.31,6.9,2.59,0.00,16.67,(単),1.48,,,,,
2026-08-21,7514,ヒマラヤ,東S,881,0.0 (0.00%) ,0.66,978.89,0.1,0.47,0.00,-11.57,(連),2.95,,,,,
2026-08-21,7515,マルヨシセンター,東S,"4,640",-20.0 (-0.43%) ,1.33,33.03,4.2,0.79,0.00,122.76,(連),0.65,,,,,
2026-08-21,7516,コーナン商事,東P,"4,490",+25.0 (+0.56%) ,0.73,10.39,7.2,4.31,0.00,-10.95,(連),2.90,,,,,
2026-08-21,7520,エコス,東P,"2,637",+47.0 (+1.81%) ,1.01,11.19,9.4,4.15,0.00,-6.27,(連),2.65,,,,,
2026-08-21,7521,ムサシ,東S,"2,755",+55.0 (+2.04%) ,0.51,6.70,7.9,11.52,0.00,-0.46,(連),2.76,73.40,-0.45,-30.77,-40.00,-3.25
2026-08-21,7522,ワタミ,東P,973,+4.0 (+0.41%) ,2.15,10.75,14.4,5.19,12.86,22.66,(連),1.03,,,,,
2026-08-21,7523,アールビバン,東S,"1,900",+1.0 (+0.05%) ,1.07,10.27,10.7,21.29,0.00,18.31,(連),3.16,,,,,
2026-08-21,7524,マルシェ,東S,179,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-21,7525,リックス,東P,"3,690",+5.0 (+0.14%) ,1.04,9.40,11.7,6.34,12.13,-7.15,(連),4.25,,,,,
2026-08-21,7527,システムソフト,東S,54,-1.0 (-1.82%) ,,,,,,,,,,,,,
2026-08-21,7531,清和中央ＨＬＤＧ,東S,"1,295",0.0 (0.00%) ,0.32,14.64,2.2,0.8,0.00,"2,777.78",(連),1.54,,,,,
