取得日,コード,銘柄名,市場,現在値,前日比(%),PBR(株価純資産倍率)(倍),PER(株価収益率)(倍),ROE(自己資本利益率)(%),海外売上高比率(%),経常利益変化率(%) - 前年度比,自己資本比率(%),財務,配当利回り(%),EPS(予)(一株あたり当期利益)(円),PEG(予)(倍),業績予想修正率(予)(%),経常利益変化率(予)(%) - 1年前,過去3年平均売上高成長率(予)(%)
2026-08-20,1663,Ｋ＆Ｏエナジーグループ,東P,"1,928",+18.0 (+0.94%) ,0.98,12.28,8.3,0.00,19.01,82.43,(連),1.40,,,,,
2026-08-20,166A,タスキＨＬＤＧ,東P,"1,157",+16.0 (+1.40%) ,2.23,12.72,18.5,0.00,119.33,38.35,(連),3.11,,,,,
2026-08-20,1671,ＷＴＩ原油価格連動型上場投信,東ETF,"5,347",-10.0 (-0.19%) ,,,,,,,,,,,,,
2026-08-20,1672,ＷＴ　金,東ETF,"66,160","+2,090.0 (+3.26%) ",,,,,,,,,,,,,
2026-08-20,1673,ＷＴ　銀,東ETF,"9,640",+550.0 (+6.05%) ,,,,,,,,,,,,,
2026-08-20,1674,ＷＴ　白金,東ETF,"25,920","+1,240.0 (+5.02%) ",,,,,,,,,,,,,
2026-08-20,1675,ＷＴ　パラジウム,東ETF,"19,185",+665.0 (+3.59%) ,,,,,,,,,,,,,
2026-08-20,1676,ＷＴ　貴金属バスケット,東ETF,"44,110","+2,100.0 (+5.00%) ",,,,,,,,,,,,,
2026-08-20,1677,上場インデックスファンド外債,東ETF,"59,850",+10.0 (+0.02%) ,,,,,,,,,,,,,
2026-08-20,1678,ＮＦインドＮＩＦＴＹ５０,東ETF,309.9,+2.6 (+0.85%) ,,,,,,,,,,,,,
2026-08-20,1679,ＮＹダウ・インデックス上場投信,東ETF,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,167A,リョーサン菱洋ＨＬＤＧ,東P,"3,090",+25.0 (+0.82%) ,0.91,16.65,5.5,44.92,25.19,54.57,(連),4.53,,,,,
2026-08-20,1680,上場ＭＳＣＩ―ＫＯＫＵＳＡＩ,東ETF,"8,405",-14.0 (-0.17%) ,,,,,,,,,,,,,
2026-08-20,1681,上場ＭＳＣＩ　エマージング,東ETF,"3,370",+41.0 (+1.23%) ,,,,,,,,,,,,,
2026-08-20,1684,ＷＴ　ブロード,東ETF,"2,639",+59.0 (+2.29%) ,,,,,,,,,,,,,
2026-08-20,1685,ＷＴ　エネルギー,東ETF,840,-9.5 (-1.12%) ,,,,,,,,,,,,,
2026-08-20,1686,ＷＴ　産業用金属,東ETF,"3,068",+5.0 (+0.16%) ,,,,,,,,,,,,,
2026-08-20,1687,ＷＴ　農産物,東ETF,"1,079",-11.0 (-1.01%) ,,,,,,,,,,,,,
2026-08-20,1688,ＷＴ　穀物,東ETF,599.3,+7.0 (+1.18%) ,,,,,,,,,,,,,
2026-08-20,1689,ＷＴ　天然ガス,東ETF,721,-7.0 (-0.96%) ,,,,,,,,,,,,,
2026-08-20,168A,イタミアート,東G,"1,070",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,1690,ＷＴ　ＷＴＩ　原油,東ETF,"2,445",+11.5 (+0.47%) ,,,,,,,,,,,,,
2026-08-20,1691,ＷＴ　ガソリン,東ETF,"14,845",-355.0 (-2.34%) ,,,,,,,,,,,,,
2026-08-20,1692,ＷＴ　アルミニウム,東ETF,692,+10.0 (+1.47%) ,,,,,,,,,,,,,
2026-08-20,1693,ＷＴ　銅,東ETF,"8,859",-23.0 (-0.26%) ,,,,,,,,,,,,,
2026-08-20,1694,ＷＴ　ニッケル,東ETF,"2,384",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,1695,ＷＴ　小麦,東ETF,"3,487",+64.0 (+1.87%) ,,,,,,,,,,,,,
2026-08-20,1696,ＷＴ　とうもろこし,東ETF,"3,077",+57.0 (+1.89%) ,,,,,,,,,,,,,
2026-08-20,1697,ＷＴ　大豆,東ETF,"4,740",+69.0 (+1.48%) ,,,,,,,,,,,,,
2026-08-20,1698,上場東証配当フォーカス１００,東ETF,"4,339",+24.0 (+0.56%) ,,,,,,,,,,,,,
2026-08-20,1699,ＮＦ原油インデックス連動型上場,東ETF,642.2,-7.8 (-1.20%) ,,,,,,,,,,,,,
2026-08-20,170A,ＳＭＴ日本好配当株アクティブ,東ETF,"3,030",+12.0 (+0.40%) ,,,,,,,,,,,,,
2026-08-20,1711,ＳＤＳＨＬＤＧ,東S,243,+3.0 (+1.25%) ,,,,,,,,,,,,,
2026-08-20,1716,第一カッター興業,東S,"1,444",+6.0 (+0.42%) ,,,,,,,,,,,,,
2026-08-20,1717,明豊ファシリティワークス,東S,956,0.0 (0.00%) ,,,,,,,,,85.00,1.77,-6.67,-6.67,6.63
2026-08-20,1718,美樹工業,東S,"6,790",+60.0 (+0.89%) ,0.43,4.72,9.5,0.00,121.65,44.3,(連),5.15,,,,,
2026-08-20,1719,安藤・間,東P,"1,886",+25.0 (+1.34%) ,1.42,9.94,15.7,6.48,-2.34,50.6,(連),4.24,161.95,-0.80,3.07,17.89,5.59
2026-08-20,171A,ゼロジャパン,東PRO,--,-- (--%) ,2.61,18.03,14.4,0.00,-33.09,17.19,(連),0.00,,,,,
2026-08-20,1720,東急建設,東P,"1,148",+30.0 (+2.68%) ,1.09,9.10,12.6,0.00,80.93,35.85,(連),3.48,125.60,-19.88,1.31,44.40,10.05
2026-08-20,1721,コムシスＨＬＤＧ,東P,"5,257",+65.0 (+1.25%) ,1.52,16.87,9.4,0.00,11.82,70.69,(連),2.47,333.85,2.21,1.42,15.79,4.65
2026-08-20,1723,日本電技,東S,"2,060",+57.0 (+2.85%) ,2.8,15.55,19.6,0.00,30.29,76.69,(連),1.94,,,,,
2026-08-20,1724,シンクレイヤ,東S,706,-3.0 (-0.42%) ,0.52,13.56,3.9,0.00,-49.12,63.22,(連),3.97,,,,,
2026-08-20,172A,ネオホーム,東PRO,--,-- (--%) ,1.64,43.93,3.8,0.00,-38.46,18.39,(単),0.00,,,,,
2026-08-20,1736,オーテック,東S,"2,358",+1.0 (+0.04%) ,1.38,10.07,14.8,0.00,26.91,67.48,(連),3.48,,,,,
2026-08-20,1738,ＮＩＴＴＯＨ,名M,577,0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,173A,ハンモック,東G,"1,541",-9.0 (-0.58%) ,2.02,9.46,23.1,0.00,4.71,45.14,(単),2.60,,,,,
2026-08-20,1758,太洋基礎工業,東S,"2,430",+30.0 (+1.25%) ,0.51,10.47,5.0,0.00,152.46,76.31,(単),2.47,,,,,
2026-08-20,175A,Ｗｉｌｌ　Ｓｍａｒｔ,東G,621,+8.0 (+1.31%) ,,,,,,,,,,,,,
2026-08-20,1762,高松コンストラクショングループ,東P,"3,950",+40.0 (+1.02%) ,0.94,12.04,8.0,0.00,64.91,46.66,(連),3.29,366.20,0.93,6.22,30.57,6.61
2026-08-20,1764,工藤建設,東S,"2,706",-34.0 (-1.24%) ,,,,,,,,,,,,,
2026-08-20,1766,東建コーポレーション,東P,"13,430",+170.0 (+1.28%) ,1.28,10.85,12.9,0.00,2.99,53.95,(連),2.68,"1,531.40",0.37,2.04,2.04,5.75
2026-08-20,1768,ソネック,東S,"1,020",+4.0 (+0.39%) ,,,,,,,,,,,,,
2026-08-20,1770,藤田エンジニアリング,東S,"2,095",-30.0 (-1.41%) ,,,,,,,,,,,,,
2026-08-20,1773,ワイ・ティー・エル,東P,94,+7.0 (+8.05%) ,,,,,,,,,,,,,
2026-08-20,1777,川崎設備工業,名M,"2,344",+15.0 (+0.64%) ,1.71,7.61,24.8,0.00,82.44,62.08,(単),4.05,,,,,
2026-08-20,177A,コージンバイオ,東G,856,+6.0 (+0.71%) ,0.74,17.43,4.3,19.75,-68.08,66.76,(連),1.17,,,,,
2026-08-20,1780,ヤマウラ,東P,"1,473",+6.0 (+0.41%) ,1.06,8.81,12.8,0.00,15.07,72.71,(連),2.04,,,,,
2026-08-20,1783,ｆａｎｔａｓｉｓｔａ,東S,49,+1.0 (+2.08%) ,,,,,,,,,,,,,
2026-08-20,1786,オリエンタル白石,東P,358,+3.0 (+0.85%) ,0.87,13.67,6.5,0.00,-0.31,64.19,(連),4.05,26.10,-44.89,-8.62,-13.11,7.79
2026-08-20,1787,ナカボーテック,東S,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,1788,三東工業社,東S,"4,310",+15.0 (+0.35%) ,,,,,,,,,,,,,
2026-08-20,178A,ＧＸ　革新的優良企業,東ETF,"1,675",+10.0 (+0.60%) ,,,,,,,,,,,,,
2026-08-20,1793,大本組,東S,"2,021",+4.0 (+0.20%) ,,,,,,,,,,,,,
2026-08-20,1795,マサル,東S,"5,580",-100.0 (-1.76%) ,0.94,12.24,7.9,0.00,56.29,59.92,(連),2.87,,,,,
2026-08-20,1798,守谷商会,東S,"1,009",+2.0 (+0.20%) ,,,,,,,,,,,,,
2026-08-20,1799,第一建設工業,東S,"3,275",+70.0 (+2.18%) ,,,,,,,,,,,,,
2026-08-20,179A,ＧＸ　超長期米国債　有,東ETF,244.8,+3.1 (+1.28%) ,,,,,,,,,,,,,
2026-08-20,1801,大成建設,東P,"12,555",+360.0 (+2.95%) ,2.16,12.24,18.7,0.00,45.55,34.93,(連),2.47,992.30,-3.90,-3.09,38.57,6.00
2026-08-20,1802,大林組,東P,"2,977",+75.0 (+2.58%) ,1.63,11.94,14.4,32.86,33.13,40.03,(連),2.96,230.80,-1.73,-0.65,27.91,5.30
2026-08-20,1803,清水建設,東P,"2,342",+52.0 (+2.27%) ,1.63,12.55,13.8,0.00,70.69,36.84,(連),3.07,218.43,0.63,3.13,63.53,8.58
2026-08-20,1807,佐藤渡辺,東S,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,1808,長谷工コーポレーション,東P,"2,798",+31.5 (+1.14%) ,1.32,13.68,10.0,0.00,12.76,39.69,(連),3.40,256.26,0.43,0.21,12.86,8.21
2026-08-20,180A,ＧＸ　 超長期米国債,東ETF,285.5,+2.3 (+0.81%) ,,,,,,,,,,,,,
2026-08-20,1810,松井建設,東S,"1,486",+40.0 (+2.77%) ,0.74,9.78,8.1,0.00,62.14,65.07,(連),5.25,,,,,
2026-08-20,1811,錢高組,東S,"7,940",-60.0 (-0.75%) ,0.49,13.37,4.0,0.00,25.79,53.0,(連),1.51,,,,,
2026-08-20,1812,鹿島建設,東P,"4,841",+139.0 (+2.96%) ,1.59,12.75,13.3,35.70,49.64,39.04,(連),3.02,397.14,2.67,-1.10,17.55,0.74
2026-08-20,1813,不動テトラ,東P,"2,833",+76.0 (+2.76%) ,,,,,,,,,,,,,
2026-08-20,1814,大末建設,東P,"3,595",+65.0 (+1.84%) ,,,,,,,,,,,,,
2026-08-20,1815,鉄建建設,東P,"4,340",+100.0 (+2.36%) ,0.77,12.02,6.8,2.43,94.08,30.64,(連),3.92,,,,,
2026-08-20,181A,ＭＸＳ米国国債１−３ヘッジなし,東ETF,530.1,-3.1 (-0.58%) ,,,,,,,,,,,,,
2026-08-20,1820,西松建設,東P,"5,482",+83.0 (+1.54%) ,1.11,8.99,13.1,8.09,35.40,28.41,(連),4.20,516.48,-0.70,0.86,-2.27,8.53
2026-08-20,1822,大豊建設,東S,810,+9.0 (+1.12%) ,0.95,15.69,6.2,0.00,40.89,48.4,(連),4.20,,,,,
2026-08-20,1826,佐田建設,東S,"1,081",-3.0 (-0.28%) ,1.15,15.10,7.2,0.00,77.38,44.77,(連),5.55,,,,,
2026-08-20,1827,ナカノフドー建設,東S,"1,292",-34.0 (-2.56%) ,0.89,10.13,9.5,44.22,61.01,49.36,(連),2.94,,,,,
2026-08-20,1828,田辺工業,東S,"2,306",+21.0 (+0.92%) ,0.87,7.01,13.0,0.00,23.12,59.29,(連),4.34,,,,,
2026-08-20,182A,ＭＸＳ米国国債２０年超ヘッジ無,東ETF,489.3,+4.9 (+1.01%) ,,,,,,,,,,,,,
2026-08-20,1833,奥村組,東P,"5,670",+60.0 (+1.07%) ,1.03,11.08,9.8,0.00,183.59,44.66,(連),5.24,,,,,
2026-08-20,1835,東鉄工業,東P,"3,970",+60.0 (+1.53%) ,,,,,,,,,394.90,1.71,1.31,6.91,2.42
2026-08-20,183A,ＭＸＳ米国国債２０年超ヘッジ有,東ETF,431.4,+6.8 (+1.60%) ,,,,,,,,,,,,,
2026-08-20,1840,土屋ＨＬＤＧ,東S,249,-1.0 (-0.40%) ,,,,,,,,,,,,,
2026-08-20,1844,大盛工業,東S,480,+7.0 (+1.48%) ,1.51,17.27,9.1,0.00,27.56,48.77,(連),2.40,,,,,
2026-08-20,1847,イチケン,東S,"3,335",+5.0 (+0.15%) ,,,,,,,,,,,,,
2026-08-20,1848,富士ピー・エス,東S,698,-2.0 (-0.29%) ,,,,,,,,,,,,,
2026-08-20,184A,学びエイド,東G,319,+6.0 (+1.92%) ,,,,,,,,,,,,,
2026-08-20,1850,南海辰村建設,東S,417,+14.0 (+3.47%) ,0.61,5.74,11.3,0.00,19.60,56.17,(連),1.92,,,,,
2026-08-20,1852,淺沼組,東P,940,+27.0 (+2.96%) ,1.53,14.63,10.9,0.00,7.69,42.11,(連),4.79,,,,,
2026-08-20,1853,森組,東S,331,0.0 (0.00%) ,0.7,11.70,6.1,0.00,25.62,61.49,(単),4.23,,,,,
2026-08-20,185A,リサイクルテック・ジャパン,東PRO,--,-- (--%) ,,,,,,,,,,,,,
2026-08-20,1860,戸田建設,東P,"1,489.5",+23.0 (+1.57%) ,1.13,12.08,10.1,0.00,51.21,39.14,(連),3.89,123.51,89.07,4.27,31.04,12.04
2026-08-20,1861,熊谷組,東P,"1,286",+30.0 (+2.39%) ,1.16,11.00,10.9,0.00,87.70,41.85,(連),3.65,131.47,0.79,0.84,9.27,0.90
2026-08-20,1866,北野建設,東S,"1,169",+18.0 (+1.56%) ,0.55,8.14,7.1,0.00,23.00,64.2,(連),2.57,,,,,
2026-08-20,1867,植木組,東S,"2,741",+70.0 (+2.62%) ,0.57,7.48,7.9,0.00,29.29,56.33,(連),4.38,,,,,
2026-08-20,1869,名工建設,名M,"1,903",+1.0 (+0.05%) ,0.56,8.05,7.5,0.00,17.49,65.41,(連),3.05,,,,,
2026-08-20,186A,アストロスケールＨＬＤＧ,東G,"1,243",+17.0 (+1.39%) ,,,,,,,,,,,,,
2026-08-20,1870,矢作建設工業,東P,"2,107",+23.0 (+1.10%) ,,,,,,,,,201.50,4.30,-18.66,-18.66,4.96
2026-08-20,1871,ピーエス・コンストラクション,東P,"2,339",+52.0 (+2.27%) ,1.67,11.73,15.1,0.00,3.80,45.97,(連),5.13,,,,,
2026-08-20,1873,日本ハウスＨＬＤＧ,東P,323,+3.0 (+0.94%) ,0.57,9.64,6.0,0.00,4.62,51.37,(連),3.72,,,,,
2026-08-20,1878,大東建託,東P,"3,278",+47.0 (+1.45%) ,2.15,10.96,20.5,0.00,7.50,36.53,(連),4.59,332.04,0.89,-0.76,5.35,5.72
2026-08-20,1879,新日本建設,東P,"2,292",+27.0 (+1.19%) ,1.0,8.81,11.9,0.00,13.08,72.61,(連),2.92,,,,,
2026-08-20,1882,東亜道路工業,東P,"1,620",+24.0 (+1.50%) ,1.4,21.82,6.3,0.00,15.19,60.61,(連),5.56,,,,,
2026-08-20,1885,東亜建設工業,東P,"2,054",+65.0 (+3.27%) ,1.36,8.27,17.4,25.74,22.55,38.15,(連),4.87,217.75,-0.76,2.09,9.42,2.79
2026-08-20,1887,日本国土開発,東P,545,+9.0 (+1.68%) ,,,,,,,,,,,,,
2026-08-20,1888,若築建設,東P,"3,785",+75.0 (+2.02%) ,,,,,,,,,,,,,
2026-08-20,188A,ＧＸ　インド・トップ１０＋,東ETF,875,-2.0 (-0.23%) ,,,,,,,,,,,,,
2026-08-20,1892,徳倉建設,名M,--,-- (--%) ,0.72,7.18,10.7,6.28,88.34,42.7,(連),2.56,,,,,
2026-08-20,1893,五洋建設,東P,"1,428",+61.0 (+4.46%) ,1.97,11.37,18.7,23.02,182.37,25.08,(連),3.36,133.78,1.63,0.31,47.70,5.56
2026-08-20,1897,金下建設,東S,"3,255",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,1898,世紀東急工業,東P,"1,502",+17.0 (+1.14%) ,,,,,,,,,,,,,
2026-08-20,1899,福田組,東P,"4,770",+90.0 (+1.92%) ,0.88,14.24,6.4,0.00,2.14,60.89,(連),2.73,,,,,
2026-08-20,189A,Ｄ＆Ｍカンパニー,東G,983,+3.0 (+0.31%) ,,,,,,,,,,,,,
2026-08-20,1904,大成温調,東S,"5,110",+30.0 (+0.59%) ,1.03,8.91,12.2,22.99,31.98,59.22,(連),3.50,,,,,
2026-08-20,1905,テノックス,東S,"1,460",-1.0 (-0.07%) ,0.71,10.34,7.1,0.00,14.35,63.74,(連),4.14,,,,,
2026-08-20,1909,日本ドライケミカル,東S,"3,700",0.0 (0.00%) ,,,,,,,,,221.90,0.98,0.00,26.13,8.38
2026-08-20,190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅ,東G,82,+2.0 (+2.50%) ,,,,,,,,,,,,,
2026-08-20,1911,住友林業,東P,"1,342",+39.5 (+3.03%) ,0.82,7.71,11.1,63.36,-11.65,39.03,(連),3.95,127.40,-0.39,-0.92,-33.43,17.98
2026-08-20,1914,日本基礎技術,東S,749,+24.0 (+3.31%) ,0.55,8.35,7.0,23.83,8.84,64.12,(連),4.01,,,,,
2026-08-20,1921,巴コーポレーション,東S,"1,874",+26.0 (+1.41%) ,0.87,11.02,9.2,0.00,16.22,59.75,(連),1.92,,,,,
2026-08-20,1925,大和ハウス工業,東P,"4,651",+79.0 (+1.73%) ,0.99,8.21,12.7,18.35,10.85,34.43,(連),3.76,398.83,-0.39,0.60,-13.75,4.54
2026-08-20,1926,ライト工業,東P,"3,755",+15.0 (+0.40%) ,1.75,13.02,14.0,11.52,34.50,71.47,(連),3.86,293.26,7.77,0.56,18.81,7.00
2026-08-20,1928,積水ハウス,東P,"3,437",+63.0 (+1.87%) ,1.04,9.60,11.3,30.75,8.68,42.73,(連),4.19,338.36,-1.85,-0.02,-13.57,3.01
2026-08-20,1929,日特建設,東P,"1,172",+16.0 (+1.38%) ,1.3,11.75,11.6,0.00,60.33,60.41,(連),4.18,88.60,-1.18,-9.84,1.85,10.11
2026-08-20,192A,インテグループ,東G,"1,232",+11.0 (+0.90%) ,,,,,,,,,,,,,
2026-08-20,1930,北陸電気工事,東P,"1,530",+34.0 (+2.27%) ,0.91,10.95,8.6,0.00,18.22,74.34,(連),3.14,,,,,
2026-08-20,1934,ユアテック,東P,"2,466",+47.0 (+1.94%) ,,,,,,,,,214.00,0.27,-6.61,-4.24,3.02
2026-08-20,1938,日本リーテック,東P,"2,460",+54.0 (+2.24%) ,0.88,10.98,8.3,0.00,31.27,68.36,(連),3.33,,,,,
2026-08-20,1939,四電工,東P,"2,113",+61.0 (+2.97%) ,1.41,13.33,11.0,0.00,9.27,68.44,(連),3.64,,,,,
2026-08-20,1941,中電工,東P,"5,140",+120.0 (+2.39%) ,1.11,15.03,7.9,0.00,17.24,76.85,(連),2.63,,,,,
2026-08-20,1942,関電工,東P,"5,407",+119.0 (+2.25%) ,2.76,17.34,16.8,0.00,42.83,61.4,(連),2.29,356.50,1.06,-0.51,34.84,8.45
2026-08-20,1944,きんでん,東P,"6,700",+130.0 (+1.98%) ,2.01,19.11,11.0,0.00,46.40,72.38,(連),1.94,426.05,0.73,0.27,30.82,7.75
2026-08-20,1945,東京エネシス,東P,"2,039",+34.0 (+1.70%) ,,,,,,,,,,,,,
2026-08-20,1946,トーエネック,東P,"2,120",+72.0 (+3.52%) ,1.29,11.05,12.3,0.00,47.39,49.07,(連),3.58,,,,,
2026-08-20,1948,弘電社,東S,"11,410",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,194A,ＷＯＬＶＥＳ　ＨＡＮＤ,東G,"1,968",-1.0 (-0.05%) ,,,,,,,,,,,,,
2026-08-20,1950,日本電設工業,東P,"3,870",+110.0 (+2.93%) ,,,,,,,,,326.36,2.15,0.94,37.50,6.13
2026-08-20,1951,エクシオグループ,東P,"2,548",+6.5 (+0.26%) ,1.52,16.86,9.4,0.00,21.18,49.49,(連),2.67,177.33,0.83,-1.16,8.85,5.38
2026-08-20,1952,新日本空調,東P,"3,065",+85.0 (+2.85%) ,1.69,11.45,16.0,0.00,32.61,61.01,(連),3.59,,,,,
2026-08-20,1959,クラフティア,東P,"8,233",+209.0 (+2.60%) ,1.67,14.54,12.2,0.00,30.88,66.45,(連),2.67,620.01,1.40,0.67,17.99,3.15
2026-08-20,195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,東G,622,+10.0 (+1.63%) ,,,,,,,,,,,,,
2026-08-20,1960,サンテック,東S,"1,681",+28.0 (+1.69%) ,0.77,9.33,8.7,0.00,43.54,55.29,(連),3.87,,,,,
2026-08-20,1961,三機工業,東P,"2,400",+42.0 (+1.78%) ,3.02,15.63,20.8,0.00,26.94,55.27,(連),2.71,168.50,1.46,-8.24,16.61,1.93
2026-08-20,1963,日揮ＨＬＤＧ,東P,"2,271.5",+42.0 (+1.88%) ,1.28,13.13,10.2,74.38,414.03,51.19,(連),2.29,178.78,3.84,-8.23,17.34,-8.27
2026-08-20,1964,中外炉工業,東P,"4,050",+55.0 (+1.38%) ,0.94,6.29,15.7,23.44,3.56,60.84,(連),4.10,,,,,
2026-08-20,1965,テクノ菱和,東S,"6,060",+280.0 (+4.84%) ,1.87,10.62,19.8,0.00,66.01,65.74,(連),2.81,,,,,
2026-08-20,1966,高田工業所,東S,"1,741",+9.0 (+0.52%) ,0.59,10.16,6.0,9.18,-41.19,45.52,(連),4.02,,,,,
2026-08-20,1967,ヤマト,東S,"2,099",+35.0 (+1.70%) ,1.1,10.63,10.9,0.00,15.84,69.18,(連),2.86,,,,,
2026-08-20,1968,太平電業,東P,"2,444",+73.0 (+3.08%) ,,,,,,,,,,,,,
2026-08-20,1969,高砂熱学工業,東P,"4,261",+112.0 (+2.70%) ,2.66,14.91,19.2,21.41,44.82,54.97,(連),2.70,316.25,1.26,-1.06,30.91,8.34
2026-08-20,196A,ＭＦＳ,東G,318,+5.0 (+1.60%) ,,,,,,,,,,,,,
2026-08-20,1972,三晃金属工業,東S,"1,312",+7.0 (+0.54%) ,0.92,9.56,9.7,0.00,-7.15,68.14,(単),5.26,,,,,
2026-08-20,1975,朝日工業社,東P,"3,820",+90.0 (+2.41%) ,1.94,10.67,19.9,0.00,58.68,50.51,(連),3.77,,,,,
2026-08-20,1976,明星工業,東P,"1,786",+21.0 (+1.19%) ,1.19,15.28,8.0,6.21,-26.07,80.61,(連),3.64,,,,,
2026-08-20,1979,大氣社,東P,"3,960",+30.0 (+0.76%) ,1.55,16.15,10.1,50.34,24.34,56.12,(連),2.78,302.70,0.56,-1.29,30.34,5.68
2026-08-20,197A,タウンズ,東S,505,+11.0 (+2.23%) ,,,,,,,,,42.12,-0.62,0.00,-26.74,-2.84
2026-08-20,1980,ダイダン,東P,"2,747",+83.0 (+3.12%) ,2.72,13.25,22.5,0.00,52.35,56.22,(連),3.03,197.30,-2.88,-5.61,37.55,0.90
2026-08-20,1981,協和日成,東S,"1,315",+3.0 (+0.23%) ,0.67,11.19,6.2,0.00,-2.81,66.61,(単),3.80,,,,,
2026-08-20,1982,日比谷総合設備,東P,"2,954",+82.0 (+2.86%) ,1.6,14.75,11.6,0.00,40.89,71.59,(連),2.54,242.30,0.58,8.47,30.61,8.14
2026-08-20,198A,ＰｏｓｔＰｒｉｍｅ,東G,158,+3.0 (+1.94%) ,,,,,,,,,,,,,
2026-08-20,1992,神田通信機,東S,"2,950",0.0 (0.00%) ,1.06,18.09,6.0,0.00,-26.97,64.88,(連),2.78,,,,,
2026-08-20,1994,高橋カーテンウォール工業,東S,581,+18.0 (+3.20%) ,0.43,24.36,1.8,0.00,-72.28,85.49,(連),3.44,,,,,
2026-08-20,1997,暁飯島工業,東S,"4,110",+10.0 (+0.24%) ,1.1,10.43,11.1,0.00,48.15,68.85,(単),2.68,,,,,
2026-08-20,199A,メディエア,東PRO,--,-- (--%) ,4.44,531.50,0.8,0.00,-55.00,34.81,(単),0.53,,,,,
2026-08-20,2001,ニップン,東P,"2,900",+46.0 (+1.61%) ,0.85,11.05,8.3,0.00,1.97,59.21,(連),2.34,252.94,-3.14,-9.33,-18.36,2.36
2026-08-20,2002,日清製粉グループ本社,東P,"2,043.5",+14.0 (+0.69%) ,1.11,18.03,6.5,29.18,4.44,61.06,(連),2.94,143.25,0.54,-10.92,-10.84,1.82
2026-08-20,2003,日東富士製粉,東S,"1,807",+19.0 (+1.06%) ,,,,,,,,,,,,,
2026-08-20,2004,昭和産業,東P,"3,730",+60.0 (+1.63%) ,0.81,11.42,7.5,0.00,6.38,54.29,(連),3.08,,,,,
2026-08-20,2009,鳥越製粉,東S,"1,088",+4.0 (+0.37%) ,0.69,22.38,3.1,0.00,17.99,79.1,(連),4.50,,,,,
2026-08-20,200A,ＮＦ　日経半導体株指数連動型,東ETF,"4,379",+77.0 (+1.79%) ,,,,,,,,,,,,,
2026-08-20,2011,ＳＭＤＡＭ　Ａｃｔｉｖｅ,東ETF,853,+16.7 (+2.00%) ,,,,,,,,,,,,,
2026-08-20,2012,ｉＳ　米国債０−３ヶ月,東ETF,241,-1.0 (-0.41%) ,,,,,,,,,,,,,
2026-08-20,2013,ｉＳ　米国高配当株,東ETF,318.3,+2.9 (+0.92%) ,,,,,,,,,,,,,
2026-08-20,2014,ｉＳ　米国連続増配株,東ETF,323.7,-0.5 (-0.15%) ,,,,,,,,,,,,,
2026-08-20,2015,ｉＦ米国国債７−１０年　無,東ETF,"2,151",-4.0 (-0.19%) ,,,,,,,,,,,,,
2026-08-20,2016,ｉＦ米国国債７−１０年　有,東ETF,"1,774",+3.0 (+0.17%) ,,,,,,,,,,,,,
2026-08-20,2017,ｉＦ　ＪＰＸプライム１５０,東ETF,"1,505",+19.0 (+1.28%) ,,,,,,,,,,,,,
2026-08-20,2018,グローバルＸ　ＵＳ　ＲＥＩＴ,東ETF,"1,301",-1.0 (-0.08%) ,,,,,,,,,,,,,
2026-08-20,2019,グローバルＸ　米国優先証券,東ETF,"1,025",0.0 (0.00%) ,,,,,,,,,,,,,
2026-08-20,201A,ｉＳ　Ｎｉｆｔｙ５０インド株,東ETF,179.8,+2.8 (+1.58%) ,,,,,,,,,,,,,
2026-08-20,2031,ＮＮ香港ハンセン・ブルＥＴＮ,東ETF,"8,133",+123.0 (+1.54%) ,,,,,,,,,,,,,
2026-08-20,2032,ＮＮ香港ハンセン・ベアＥＴＮ,東ETF,"5,903",-155.0 (-2.56%) ,,,,,,,,,,,,,
2026-08-20,2033,ＮＮ韓国ＫＯＳＰＩ・ブルＥＴＮ,東ETF,"76,250","+7,020.0 (+10.14%) ",,,,,,,,,,,,,
2026-08-20,2034,ＮＮ韓国ＫＯＳＰＩ・ベアＥＴＮ,東ETF,"1,914",-102.0 (-5.06%) ,,,,,,,,,,,,,
2026-08-20,2036,ＮＮ金先物ダブルブルＥＴＮ,東ETF,"173,500","+10,300.0 (+6.31%) ",,,,,,,,,,,,,
2026-08-20,2037,ＮＮ金先物ベアＥＴＮ,東ETF,"1,209",-6.0 (-0.49%) ,,,,,,,,,,,,,
2026-08-20,2038,ＮＮドバイ原油先物ブル,東ETF,"2,195",-87.0 (-3.81%) ,,,,,,,,,,,,,
2026-08-20,2039,ＮＮドバイ原油先物ベア,東ETF,526,+10.0 (+1.94%) ,,,,,,,,,,,,,
2026-08-20,203A,シュンビン,東PRO,--,-- (--%) ,1.38,55.36,2.5,0.00,-15.38,33.26,(連),0.31,,,,,
